id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight,id:1,player_fifa_api_id:1,player_api_id:1,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
2907,79742,Egor Filipenko,185363,1988-04-10 00:00:00,193.04,185,66780,53023,2907,2007-02-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,215307,Jonathan Ligali,199764,1991-05-28 00:00:00,182.88,190,67178,103288,5184,2009-02-22 00:00:00,62,67,right,,_0,57,62,67,58,,61,,55,40,57,63,65,,51,,71,,64,66,61,38,58,47,,42,20,20,,8,20,40,20,20
5184,215307,Jonathan Ligali,199764,1991-05-28 00:00:00,182.88,190,67179,103288,5184,2007-02-22 00:00:00,62,67,right,,_0,57,62,67,58,,61,,55,40,57,63,65,,51,,71,,64,66,61,38,58,47,,42,20,20,,8,20,40,20,20
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70869,178009,8930,2015-03-20 00:00:00,65,65,left,medium,medium,63,34,66,62,53,56,43,47,61,62,54,57,55,66,58,65,61,67,68,51,69,71,51,56,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70870,178009,8930,2015-01-09 00:00:00,65,65,left,medium,medium,63,34,66,64,53,61,43,47,62,64,52,55,56,66,58,65,61,65,68,51,69,71,51,56,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70871,178009,8930,2014-10-10 00:00:00,64,64,left,medium,medium,63,44,66,60,53,53,43,47,55,58,52,55,58,65,64,65,63,62,68,42,69,71,39,53,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70872,178009,8930,2014-09-18 00:00:00,64,64,left,medium,medium,63,44,66,60,53,53,43,47,55,58,52,55,58,64,64,65,63,62,68,42,69,71,39,51,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70873,178009,8930,2014-02-21 00:00:00,65,65,left,low,medium,63,44,66,60,53,53,43,47,45,61,52,60,58,64,64,66,63,62,68,42,69,71,39,51,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70874,178009,8930,2014-02-07 00:00:00,65,66,left,low,medium,63,44,66,60,53,53,43,47,45,61,52,60,58,64,64,66,63,62,68,42,69,71,39,51,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70875,178009,8930,2013-12-13 00:00:00,65,66,left,low,medium,63,44,66,63,53,53,43,47,45,61,52,60,58,64,64,66,63,62,68,42,69,71,39,51,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70876,178009,8930,2013-09-27 00:00:00,65,66,left,low,medium,63,44,66,63,53,53,43,47,45,61,52,60,58,68,64,66,63,62,68,52,69,71,39,51,61,64,66,65,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70877,178009,8930,2013-09-20 00:00:00,66,67,left,low,medium,65,44,67,63,53,53,43,47,45,61,52,60,62,69,64,66,66,65,68,52,72,71,39,52,61,65,66,66,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70878,178009,8930,2012-02-22 00:00:00,66,67,left,low,medium,65,44,67,63,53,53,43,47,45,61,52,60,62,69,64,66,66,65,68,52,72,71,39,52,61,65,66,66,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70879,178009,8930,2011-08-30 00:00:00,66,74,left,low,medium,65,44,76,63,53,53,43,47,45,61,52,72,62,71,64,66,66,75,77,52,82,71,39,52,61,68,66,66,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70880,178009,8930,2011-02-22 00:00:00,71,76,left,low,medium,65,44,78,63,53,53,43,47,45,74,52,72,63,71,67,66,69,74,79,52,82,71,39,52,61,68,66,66,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70881,178009,8930,2010-08-30 00:00:00,71,79,left,low,medium,65,44,78,63,53,53,43,47,45,74,52,72,63,71,67,66,69,74,79,52,82,71,39,52,61,68,66,66,5,10,6,9,15
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70882,178009,8930,2009-08-30 00:00:00,72,79,left,low,medium,65,44,78,63,53,53,43,47,45,74,52,72,63,71,67,66,69,74,79,52,82,64,75,52,67,68,66,66,9,20,45,20,20
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70883,178009,8930,2009-02-22 00:00:00,71,79,left,low,medium,63,64,78,63,53,53,43,47,45,74,52,72,63,71,67,66,69,74,79,52,82,59,72,52,67,68,66,66,9,20,45,20,20
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70884,178009,8930,2008-08-30 00:00:00,69,79,left,low,medium,63,68,78,63,53,53,43,47,45,77,52,72,63,71,67,66,69,68,67,52,62,59,72,52,67,68,66,66,9,20,45,20,20
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70885,178009,8930,2007-08-30 00:00:00,69,75,left,low,medium,63,68,78,63,53,53,43,47,45,77,52,72,63,71,67,66,69,63,67,52,62,55,72,52,67,68,64,66,9,20,45,20,20
8930,25905,Ricardo Silva,138299,1975-09-26 00:00:00,187.96,179,70886,178009,8930,2007-02-22 00:00:00,69,75,left,low,medium,63,68,78,63,53,53,43,67,45,77,52,72,63,71,67,66,69,63,67,52,62,55,72,52,67,68,64,66,9,6,45,8,11
5233,264216,Jordan Forster,213318,1993-09-23 00:00:00,187.96,168,71664,112888,5233,2010-08-30 00:00:00,63,74,right,None,o,33,21,59,54,24,36,15,34,52,58,56,57,54,58,63,51,57,61,70,38,67,61,28,52,43,63,70,64,10,10,14,15,5
5233,264216,Jordan Forster,213318,1993-09-23 00:00:00,187.96,168,71665,112888,5233,2010-02-22 00:00:00,68,74,right,None,o,53,21,59,61,24,36,15,34,57,58,56,57,54,58,63,51,57,61,77,38,71,57,57,52,60,75,76,64,9,22,57,22,22
5233,264216,Jordan Forster,213318,1993-09-23 00:00:00,187.96,168,71666,112888,5233,2009-08-30 00:00:00,73,74,right,None,o,53,21,75,62,24,36,15,34,57,63,66,67,54,63,63,51,57,66,77,38,71,57,57,52,60,76,77,64,9,22,57,22,22
5233,264216,Jordan Forster,213318,1993-09-23 00:00:00,187.96,168,71667,112888,5233,2008-08-30 00:00:00,67,72,right,None,o,52,22,74,36,24,35,15,33,56,62,60,61,54,58,63,50,57,65,69,37,63,56,56,52,59,70,76,64,9,22,56,22,22
5233,264216,Jordan Forster,213318,1993-09-23 00:00:00,187.96,168,71668,112888,5233,2007-08-30 00:00:00,71,72,right,None,o,52,22,74,36,24,35,15,33,56,62,60,61,54,58,63,50,57,65,69,37,63,56,56,52,59,70,76,64,9,22,56,22,22
5233,264216,Jordan Forster,213318,1993-09-23 00:00:00,187.96,168,71669,112888,5233,2007-02-22 00:00:00,68,72,right,None,o,55,23,66,39,24,38,15,62,59,60,63,64,54,61,63,53,57,68,72,40,66,56,56,52,62,68,69,64,9,6,59,12,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71763,208966,5016,2016-05-05 00:00:00,65,65,right,high,medium,64,25,44,57,30,58,35,29,62,65,76,76,75,63,67,49,59,76,63,49,81,53,46,59,39,65,67,68,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71764,208966,5016,2016-04-21 00:00:00,65,65,right,high,medium,64,25,44,57,30,58,35,29,62,65,76,76,75,63,67,49,59,76,63,49,81,53,46,59,39,65,67,68,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71765,208966,5016,2016-02-04 00:00:00,65,65,right,medium,medium,64,25,44,57,30,58,35,29,62,65,76,76,75,63,67,49,59,76,63,49,81,53,46,59,39,65,67,68,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71766,208966,5016,2015-10-30 00:00:00,65,65,right,medium,medium,64,25,44,57,30,58,35,29,62,65,76,76,75,63,67,49,59,76,63,49,81,53,46,59,39,65,67,68,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71767,208966,5016,2015-02-27 00:00:00,65,65,right,medium,medium,64,25,44,57,30,58,35,29,62,65,76,76,75,63,67,49,59,76,63,49,81,53,46,59,39,65,67,68,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71768,208966,5016,2014-11-14 00:00:00,65,65,right,medium,medium,68,25,44,57,30,58,35,29,62,65,76,78,75,63,67,49,59,76,66,49,81,47,46,59,39,57,67,67,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71769,208966,5016,2014-09-18 00:00:00,65,65,right,medium,medium,68,25,44,57,30,58,35,29,62,65,76,78,75,63,67,49,59,76,66,49,81,47,46,59,39,57,67,67,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71770,208966,5016,2013-09-20 00:00:00,65,65,right,medium,medium,68,25,44,57,30,58,35,29,62,65,76,78,75,63,67,49,59,76,66,49,81,47,46,59,39,57,67,67,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71771,208966,5016,2013-02-15 00:00:00,64,65,right,medium,medium,78,25,44,57,30,58,35,29,63,71,82,84,75,63,67,49,59,76,69,49,81,47,46,59,39,59,65,69,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71772,208966,5016,2012-08-31 00:00:00,64,65,right,medium,medium,78,25,44,57,30,58,35,29,63,71,79,77,75,63,70,49,58,70,59,49,81,47,46,59,39,59,65,69,13,8,13,7,9
5016,167376,Joao Victor,191294,1988-11-07 00:00:00,182.88,181,71773,208966,5016,2007-02-22 00:00:00,64,65,right,medium,medium,78,25,44,57,30,58,35,29,63,71,79,77,75,63,70,49,58,70,59,49,81,47,46,59,39,59,65,69,13,8,13,7,9
5362,359190,Jose Rodriguez,210111,1994-12-16 00:00:00,180.34,150,72107,188511,5362,2010-02-22 00:00:00,60,66,right,,_0,55,59,57,58,,71,,56,53,66,70,71,,61,,62,,60,54,54,57,54,55,,54,49,56,,2,22,53,22,22
5362,359190,Jose Rodriguez,210111,1994-12-16 00:00:00,180.34,150,72108,188511,5362,2008-08-30 00:00:00,60,66,right,,_0,55,59,57,58,,71,,56,53,66,70,71,,61,,62,,60,54,54,57,54,55,,54,49,56,,2,22,53,22,22
5362,359190,Jose Rodriguez,210111,1994-12-16 00:00:00,180.34,150,72109,188511,5362,2007-02-22 00:00:00,60,66,right,,_0,55,59,57,58,,71,,56,53,66,70,71,,61,,62,,60,54,54,57,54,55,,54,49,56,,2,22,53,22,22
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72142,182861,2770,2013-07-05 00:00:00,69,69,right,medium,low,58,66,64,72,55,70,74,73,70,71,54,48,58,69,65,72,54,47,61,74,64,41,71,68,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72143,182861,2770,2013-05-10 00:00:00,69,69,right,medium,low,58,66,64,72,55,70,74,73,70,71,54,48,58,69,65,72,54,47,61,74,64,41,71,68,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72144,182861,2770,2013-03-22 00:00:00,71,71,right,medium,low,62,68,71,73,69,71,74,71,70,72,56,48,63,69,65,73,62,47,61,74,64,41,72,71,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72145,182861,2770,2013-02-22 00:00:00,71,71,right,medium,low,62,68,71,73,69,71,74,71,70,72,56,48,63,69,65,73,62,47,61,74,64,41,72,71,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72146,182861,2770,2013-02-15 00:00:00,71,71,right,medium,low,62,68,71,73,69,71,74,71,70,72,56,48,63,69,65,73,62,47,61,74,64,41,72,71,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72147,182861,2770,2012-08-31 00:00:00,71,71,left,medium,low,62,68,71,72,69,71,73,71,70,72,61,51,63,69,64,72,62,37,58,74,64,41,72,71,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72148,182861,2770,2012-02-22 00:00:00,70,70,left,medium,low,60,68,71,74,69,71,82,72,70,74,61,51,58,62,62,72,54,31,57,78,50,41,70,70,69,33,43,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72149,182861,2770,2011-08-30 00:00:00,72,72,left,medium,low,60,68,71,76,69,71,84,72,72,76,63,54,58,62,62,72,55,34,57,81,50,41,70,73,69,39,48,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72150,182861,2770,2011-02-22 00:00:00,74,81,left,medium,low,63,70,68,77,69,76,84,72,72,79,67,72,65,64,58,74,56,60,67,81,50,41,70,73,72,39,48,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72151,182861,2770,2010-08-30 00:00:00,74,81,left,medium,low,63,70,68,77,69,76,84,72,72,79,67,72,65,64,58,74,56,60,67,81,50,41,70,73,72,39,48,25,12,13,6,14,15
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72152,182861,2770,2010-02-22 00:00:00,70,76,left,medium,low,63,72,72,72,69,81,84,60,60,82,67,72,65,64,58,59,56,61,67,60,50,60,63,73,64,21,23,25,2,21,60,21,21
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72153,182861,2770,2009-08-30 00:00:00,70,76,left,medium,low,63,72,72,72,69,81,84,60,60,82,67,72,65,64,58,59,56,61,67,60,50,60,63,73,64,21,23,25,2,21,60,21,21
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72154,182861,2770,2008-08-30 00:00:00,69,77,right,medium,low,64,73,73,69,69,82,84,64,62,83,68,71,65,65,58,60,56,62,68,70,56,48,44,73,45,21,24,25,2,21,62,21,21
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72155,182861,2770,2007-08-30 00:00:00,73,74,right,medium,low,64,59,55,68,69,82,84,64,83,83,68,71,65,65,58,60,56,62,63,70,56,48,44,73,45,21,24,25,2,21,83,21,21
2770,186805,Dorian Leveque,194086,1989-11-22 00:00:00,180.34,163,72156,182861,2770,2007-02-22 00:00:00,73,74,right,medium,low,64,59,55,68,69,82,84,64,83,83,68,71,65,65,58,60,56,62,63,70,56,48,44,73,45,21,24,25,2,21,83,21,21
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73113,135820,4902,2014-10-02 00:00:00,69,69,right,medium,high,53,49,52,66,57,66,63,60,64,71,65,64,66,70,70,69,73,75,74,64,89,73,58,64,52,57,72,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73114,135820,4902,2014-09-18 00:00:00,71,71,right,medium,high,53,49,52,72,57,69,63,60,66,77,65,64,66,70,70,69,73,75,74,64,89,73,58,72,52,57,72,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73115,135820,4902,2014-07-18 00:00:00,73,73,right,medium,high,53,49,52,72,57,69,63,60,66,81,67,66,66,74,70,69,76,82,74,64,89,75,58,74,52,57,72,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73116,135820,4902,2014-02-07 00:00:00,73,73,right,medium,high,53,49,52,72,57,69,63,60,66,81,67,66,66,74,70,69,76,82,74,64,89,75,58,74,52,57,72,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73117,135820,4902,2013-10-25 00:00:00,73,73,right,medium,high,53,49,52,72,57,69,63,60,66,81,67,66,66,74,70,69,76,82,74,64,89,75,58,74,52,57,72,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73118,135820,4902,2013-09-20 00:00:00,74,74,right,medium,high,53,49,52,74,57,71,63,60,70,81,67,66,66,74,70,69,76,82,74,64,85,79,58,74,52,57,77,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73119,135820,4902,2013-06-07 00:00:00,74,74,right,medium,high,53,49,52,74,57,71,73,60,70,81,67,66,66,74,70,69,69,82,74,64,85,79,58,74,52,57,77,66,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73120,135820,4902,2013-05-17 00:00:00,76,76,right,medium,high,53,49,52,78,57,72,73,60,71,81,67,66,66,75,70,69,69,84,74,59,86,82,58,74,52,57,82,69,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73121,135820,4902,2013-04-05 00:00:00,76,76,right,medium,high,53,49,52,78,57,72,73,60,71,81,67,66,66,75,70,69,69,84,74,59,86,82,58,74,52,57,82,69,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73122,135820,4902,2013-03-28 00:00:00,76,76,right,medium,high,53,49,52,78,57,72,73,60,71,81,67,66,66,75,70,69,69,84,74,59,86,82,58,74,52,57,82,69,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73123,135820,4902,2013-02-15 00:00:00,77,77,right,medium,high,53,54,52,78,57,73,73,60,71,81,68,67,67,75,70,69,69,85,74,59,86,82,62,74,52,57,85,69,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73124,135820,4902,2012-08-31 00:00:00,77,77,right,medium,high,53,54,52,78,57,73,73,60,71,81,68,67,67,75,70,69,69,85,74,59,86,82,62,74,52,57,85,69,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73125,135820,4902,2012-02-22 00:00:00,76,76,right,medium,high,53,54,52,78,57,75,73,60,70,80,68,67,71,73,70,69,71,82,74,61,86,81,67,72,52,56,84,67,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73126,135820,4902,2011-08-30 00:00:00,74,74,right,medium,high,53,54,52,78,57,75,73,60,70,80,68,67,71,73,70,69,71,82,74,61,86,75,67,72,52,56,79,67,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73127,135820,4902,2011-02-22 00:00:00,73,76,right,medium,high,53,54,52,78,57,75,73,60,70,80,72,74,71,73,73,69,71,79,74,61,78,69,67,72,52,56,77,67,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73128,135820,4902,2010-08-30 00:00:00,71,76,right,medium,high,53,55,52,78,60,77,73,60,70,80,75,77,71,68,73,69,71,77,74,61,75,61,64,70,52,62,60,56,10,7,7,7,9
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73129,135820,4902,2009-08-30 00:00:00,73,76,right,medium,high,68,57,53,78,60,84,73,61,70,82,76,77,71,68,73,69,71,77,74,62,75,71,72,70,69,62,60,56,9,22,70,22,22
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73130,135820,4902,2009-02-22 00:00:00,71,76,right,medium,high,71,60,53,80,60,84,73,61,70,82,76,80,71,74,73,59,71,64,60,47,65,66,70,70,69,42,50,56,9,22,70,22,22
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73131,135820,4902,2008-08-30 00:00:00,72,76,right,medium,high,71,73,70,80,60,77,73,64,70,75,76,80,71,74,73,59,71,75,68,65,58,66,70,70,69,42,50,56,9,22,70,22,22
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73132,135820,4902,2008-02-22 00:00:00,71,75,right,medium,high,69,71,68,78,60,75,73,62,68,73,74,78,71,72,73,57,71,71,66,63,56,64,68,70,67,40,48,56,9,22,68,22,22
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73133,135820,4902,2007-08-30 00:00:00,71,75,right,medium,high,69,71,68,78,60,75,73,62,68,73,74,78,71,72,73,57,71,71,66,63,56,64,68,70,67,40,48,56,9,22,68,22,22
4902,40679,Jerry Vandam,188753,1988-12-08 00:00:00,185.42,170,73134,135820,4902,2007-02-22 00:00:00,72,76,right,medium,high,70,72,69,79,60,76,73,68,69,74,75,79,71,73,73,58,71,72,67,64,57,64,68,70,68,41,49,56,9,9,69,15,5
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74153,192720,2857,2014-04-11 00:00:00,65,67,left,medium,low,71,54,44,60,58,71,77,68,68,72,61,54,73,59,81,71,65,52,58,65,45,41,59,69,60,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74154,192720,2857,2014-04-04 00:00:00,65,67,left,medium,low,71,54,44,60,58,71,77,68,68,72,61,54,73,59,81,71,65,52,58,65,45,41,59,69,60,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74155,192720,2857,2014-01-10 00:00:00,65,67,left,medium,low,67,54,44,60,58,72,77,68,68,72,61,54,73,59,81,71,65,52,58,65,45,41,59,71,60,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74156,192720,2857,2013-10-18 00:00:00,66,67,left,medium,medium,67,54,44,60,58,72,77,68,68,72,61,54,73,59,81,71,65,52,58,65,45,41,59,71,60,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74157,192720,2857,2013-10-04 00:00:00,65,67,left,medium,medium,67,54,44,60,58,72,77,68,68,72,61,54,73,59,81,71,65,52,58,65,45,41,59,71,60,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74158,192720,2857,2013-09-27 00:00:00,62,67,left,medium,medium,67,52,44,60,58,63,72,68,68,66,61,54,73,59,81,71,65,52,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74159,192720,2857,2013-09-20 00:00:00,62,67,left,medium,medium,67,52,44,60,58,63,72,68,68,66,61,54,73,59,81,71,65,52,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74160,192720,2857,2013-06-14 00:00:00,62,67,left,medium,medium,67,52,44,60,58,63,72,68,68,66,64,62,73,59,81,71,71,46,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74161,192720,2857,2013-05-10 00:00:00,62,67,left,medium,medium,67,52,44,60,58,63,72,68,68,66,64,62,73,59,81,71,71,46,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74162,192720,2857,2013-04-26 00:00:00,62,67,left,medium,medium,67,52,44,60,58,63,72,68,68,66,64,62,73,59,81,71,71,46,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74163,192720,2857,2013-02-15 00:00:00,63,67,left,medium,medium,64,52,44,61,58,64,51,68,65,68,66,64,73,62,80,70,71,46,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74164,192720,2857,2011-02-22 00:00:00,63,67,left,medium,medium,64,52,44,61,58,64,51,68,65,68,66,64,73,62,80,70,71,46,58,60,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74165,192720,2857,2010-08-30 00:00:00,69,67,left,medium,medium,64,64,54,61,58,73,51,68,69,72,79,75,77,78,80,72,71,46,58,67,38,41,56,63,58,28,36,23,12,8,15,6,11
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74166,192720,2857,2010-02-22 00:00:00,72,67,left,medium,medium,64,75,64,68,58,74,51,76,69,74,79,75,77,78,80,73,71,46,62,65,62,76,76,63,58,28,36,23,5,23,69,23,23
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74167,192720,2857,2009-08-30 00:00:00,70,77,left,medium,medium,67,78,54,61,58,70,51,75,69,75,78,74,77,77,80,73,71,46,61,50,61,75,75,63,57,23,23,23,5,23,69,23,23
2857,278917,Edgar Salli,205753,1992-08-17 00:00:00,162.56,141,74168,192720,2857,2007-02-22 00:00:00,70,77,left,medium,medium,67,78,54,61,58,70,51,75,69,75,78,74,77,77,80,73,71,46,61,50,61,75,75,63,57,23,23,23,5,23,69,23,23
9124,164089,Rodrigo Galo,203810,1986-09-19 00:00:00,175.26,146,74248,181810,9124,2010-08-30 00:00:00,67,70,right,None,4,42,20,76,52,41,35,37,38,61,53,58,64,51,61,68,50,71,64,81,20,71,59,12,48,42,65,67,61,10,15,8,8,11
9124,164089,Rodrigo Galo,203810,1986-09-19 00:00:00,175.26,146,74249,181810,9124,2009-08-30 00:00:00,67,74,right,None,4,42,21,76,52,41,35,37,38,61,53,58,61,51,57,68,50,71,60,81,21,71,57,60,48,55,65,67,61,1,21,61,21,21
9124,164089,Rodrigo Galo,203810,1986-09-19 00:00:00,175.26,146,74250,181810,9124,2008-08-30 00:00:00,67,75,right,None,4,43,21,77,53,41,36,37,51,50,54,55,59,51,60,68,45,71,61,82,21,72,48,51,48,46,68,68,61,1,21,50,21,21
9124,164089,Rodrigo Galo,203810,1986-09-19 00:00:00,175.26,146,74251,181810,9124,2007-02-22 00:00:00,67,75,right,None,4,43,21,77,53,41,36,37,51,50,54,55,59,51,60,68,45,71,61,82,21,72,48,51,48,46,68,68,61,1,21,50,21,21
9086,282529,Roberto,216104,1988-11-28 00:00:00,180.34,168,74530,199718,9086,2016-03-10 00:00:00,69,69,right,medium,high,63,32,70,67,51,67,32,35,68,66,50,54,60,65,58,46,58,75,81,29,82,71,65,68,61,67,68,67,9,6,9,10,9
9086,282529,Roberto,216104,1988-11-28 00:00:00,180.34,168,74531,199718,9086,2015-10-23 00:00:00,69,69,right,medium,high,63,32,70,67,51,67,32,35,68,66,60,54,60,65,58,46,58,75,81,29,82,71,65,68,61,67,68,67,9,6,9,10,9
9086,282529,Roberto,216104,1988-11-28 00:00:00,180.34,168,74532,199718,9086,2015-10-09 00:00:00,69,69,right,medium,high,63,32,70,67,51,67,32,35,68,66,60,54,60,65,58,46,58,75,81,29,82,71,65,68,61,67,68,67,9,6,9,10,9
